page,page_num,n_runs_found,n_valid_runs,winner_filename,selection_method,winner_score,scores_tied,reason,all_scores,single_run_flag,ocr_file_found,timestamp
page_103,103,3,3,page_103_semantic_3.csv,SCORE_CLEAR,72.16,False,score_gap(72.16_vs_67.85),page_103_semantic_1.csv=67.85; page_103_semantic_2.csv=67.85; page_103_semantic_3.csv=72.16,False,True,2026-06-28T20:25:57.565143
page_104,104,3,3,page_104_semantic_2.csv,SCORE_CLEAR,73.59,False,score_gap(73.59_vs_69.68),page_104_semantic_1.csv=69.68; page_104_semantic_2.csv=73.59; page_104_semantic_3.csv=69.68,False,True,2026-06-28T20:26:05.073958
page_105,105,3,3,page_105_semantic_3.csv,SCORE_TIED_RECENCY,70.42,True,tied(gap=0.00)_recency(2026-05-07),page_105_semantic_1.csv=70.42; page_105_semantic_2.csv=69.22; page_105_semantic_3.csv=70.42,False,True,2026-06-28T20:26:12.310650
page_106,106,3,3,page_106_semantic_3.csv,SCORE_TIED_RECENCY,74.31,True,tied(gap=0.00)_recency(2026-05-07),page_106_semantic_1.csv=74.31; page_106_semantic_2.csv=74.31; page_106_semantic_3.csv=74.31,False,True,2026-06-28T20:26:19.684420
page_107,107,3,3,page_107_semantic_3.csv,SCORE_TIED_RECENCY,69.19,True,tied(gap=0.00)_recency(2026-05-07),page_107_semantic_1.csv=69.19; page_107_semantic_2.csv=69.19; page_107_semantic_3.csv=69.19,False,True,2026-06-28T20:26:27.016897
page_108,108,3,3,page_108_semantic_2.csv,SCORE_CLEAR,78.6,False,score_gap(78.60_vs_77.29),page_108_semantic_1.csv=77.29; page_108_semantic_2.csv=78.60; page_108_semantic_3.csv=77.29,False,True,2026-06-28T20:26:34.429695
page_109,109,3,3,page_109_semantic_2.csv,SCORE_CLEAR,74.71,False,score_gap(74.71_vs_63.38),page_109_semantic_1.csv=63.38; page_109_semantic_2.csv=74.71; page_109_semantic_3.csv=63.38,False,True,2026-06-28T20:26:41.906324
page_110,110,3,3,page_110_semantic_2.csv,SCORE_CLEAR,85.97,False,score_gap(85.97_vs_85.71),page_110_semantic_1.csv=85.53; page_110_semantic_2.csv=85.97; page_110_semantic_3.csv=85.71,False,True,2026-06-28T20:26:50.507021
page_111,111,3,3,page_111_semantic_2.csv,SCORE_TIED_RECENCY,76.96,True,tied(gap=0.04)_recency(2026-05-07),page_111_semantic_1.csv=76.92; page_111_semantic_2.csv=76.96; page_111_semantic_3.csv=76.92,False,True,2026-06-28T20:27:00.645416
page_112,112,3,3,page_112_semantic_2.csv,SCORE_TIED_RECENCY,80.39,True,tied(gap=0.00)_recency(2026-05-07),page_112_semantic_1.csv=80.39; page_112_semantic_2.csv=80.39; page_112_semantic_3.csv=80.37,False,True,2026-06-28T20:27:08.531143
page_113,113,3,3,page_113_semantic_2.csv,SCORE_TIED_RECENCY,81.35,True,tied(gap=0.00)_recency(2026-05-07),page_113_semantic_1.csv=81.35; page_113_semantic_2.csv=81.35; page_113_semantic_3.csv=80.08,False,True,2026-06-28T20:27:16.283310
page_114,114,3,3,page_114_semantic_3.csv,SCORE_TIED_RECENCY,78.69,True,tied(gap=0.00)_recency(2026-05-07),page_114_semantic_1.csv=78.69; page_114_semantic_2.csv=77.90; page_114_semantic_3.csv=78.69,False,True,2026-06-28T20:27:24.203445
page_115,115,3,3,page_115_semantic_2.csv,SCORE_CLEAR,78.63,False,score_gap(78.63_vs_76.81),page_115_semantic_1.csv=76.81; page_115_semantic_2.csv=78.63; page_115_semantic_3.csv=76.81,False,True,2026-06-28T20:27:32.420733
page_116,116,3,3,page_116_semantic_3.csv,SCORE_CLEAR,80.92,False,score_gap(80.92_vs_79.83),page_116_semantic_1.csv=79.83; page_116_semantic_2.csv=79.83; page_116_semantic_3.csv=80.92,False,True,2026-06-28T20:27:40.177867
page_117,117,3,3,page_117_semantic_3.csv,SCORE_TIED_RECENCY,80.15,True,tied(gap=0.00)_recency(2026-05-07),page_117_semantic_1.csv=80.15; page_117_semantic_2.csv=80.15; page_117_semantic_3.csv=80.15,False,True,2026-06-28T20:27:47.851747
page_118,118,3,3,page_118_semantic_3.csv,SCORE_TIED_RECENCY,78.97,True,tied(gap=0.00)_recency(2026-05-07),page_118_semantic_1.csv=78.97; page_118_semantic_2.csv=78.93; page_118_semantic_3.csv=78.97,False,True,2026-06-28T20:27:55.124579
page_119,119,3,3,page_119_semantic_3.csv,SCORE_TIED_RECENCY,80.83,True,tied(gap=0.00)_recency(2026-05-07),page_119_semantic_1.csv=80.83; page_119_semantic_2.csv=80.83; page_119_semantic_3.csv=80.83,False,True,2026-06-28T20:28:02.938192
page_120,120,3,3,page_120_semantic_2.csv,SCORE_TIED_RECENCY,80.41,True,tied(gap=0.00)_recency(2026-05-07),page_120_semantic_1.csv=80.41; page_120_semantic_2.csv=80.41; page_120_semantic_3.csv=79.10,False,True,2026-06-28T20:28:11.063902
page_121,121,3,3,page_121_semantic_3.csv,SCORE_TIED_RECENCY,81.82,True,tied(gap=0.00)_recency(2026-05-07),page_121_semantic_1.csv=81.82; page_121_semantic_2.csv=81.82; page_121_semantic_3.csv=81.82,False,True,2026-06-28T20:28:18.806848
page_122,122,3,3,page_122_semantic_3.csv,SCORE_TIED_RECENCY,76.13,True,tied(gap=0.00)_recency(2026-05-07),page_122_semantic_1.csv=76.13; page_122_semantic_2.csv=74.82; page_122_semantic_3.csv=76.13,False,True,2026-06-28T20:28:26.281073
page_123,123,3,3,page_123_semantic_2.csv,SCORE_TIED_RECENCY,79.18,True,tied(gap=0.01)_recency(2026-05-07),page_123_semantic_1.csv=79.17; page_123_semantic_2.csv=79.18; page_123_semantic_3.csv=79.17,False,True,2026-06-28T20:28:34.003803
page_124,124,3,3,page_124_semantic_3.csv,SCORE_CLEAR,76.18,False,score_gap(76.18_vs_75.75),page_124_semantic_1.csv=75.75; page_124_semantic_2.csv=75.75; page_124_semantic_3.csv=76.18,False,True,2026-06-28T20:28:41.678034
page_125,125,3,3,page_125_semantic_2.csv,SCORE_TIED_RECENCY,74.75,True,tied(gap=0.00)_recency(2026-05-07),page_125_semantic_1.csv=74.75; page_125_semantic_2.csv=74.75; page_125_semantic_3.csv=74.43,False,True,2026-06-28T20:28:49.210445
page_126,126,3,3,page_126_semantic_2.csv,SCORE_CLEAR,75.53,False,score_gap(75.53_vs_75.24),page_126_semantic_1.csv=75.24; page_126_semantic_2.csv=75.53; page_126_semantic_3.csv=75.24,False,True,2026-06-28T20:28:56.725561
page_127,127,3,3,page_127_semantic_2.csv,SCORE_CLEAR,72.47,False,score_gap(72.47_vs_72.09),page_127_semantic_1.csv=72.09; page_127_semantic_2.csv=72.47; page_127_semantic_3.csv=72.09,False,True,2026-06-28T20:29:04.857560
page_128,128,3,3,page_128_semantic_3.csv,SCORE_TIED_RECENCY,79.51,True,tied(gap=0.08)_recency(2026-05-07),page_128_semantic_1.csv=79.43; page_128_semantic_2.csv=79.43; page_128_semantic_3.csv=79.51,False,True,2026-06-28T20:29:12.306707
page_129,129,3,3,page_129_semantic_3.csv,SCORE_CLEAR,76.38,False,score_gap(76.38_vs_76.02),page_129_semantic_1.csv=76.02; page_129_semantic_2.csv=76.02; page_129_semantic_3.csv=76.38,False,True,2026-06-28T20:29:21.738404
page_130,130,1,1,page_130_semantic_1.csv,SINGLE,75.08,False,only_one_run,page_130_semantic_1.csv=75.08,True,True,2026-06-29T14:52:02.980605
page_131,131,3,3,page_131_semantic_3.csv,SCORE_TIED_RECENCY,67.64,True,tied(gap=0.00)_recency(2026-05-07),page_131_semantic_1.csv=67.64; page_131_semantic_2.csv=67.64; page_131_semantic_3.csv=67.64,False,True,2026-06-28T20:29:35.271452
page_132,132,3,3,page_132_semantic_2.csv,SCORE_CLEAR,71.35,False,score_gap(71.35_vs_70.86),page_132_semantic_1.csv=70.86; page_132_semantic_2.csv=71.35; page_132_semantic_3.csv=70.86,False,True,2026-06-28T20:29:43.476818
page_133,133,3,3,page_133_semantic_2.csv,SCORE_TIED_RECENCY,73.86,True,tied(gap=0.05)_recency(2026-05-07),page_133_semantic_1.csv=73.81; page_133_semantic_2.csv=73.86; page_133_semantic_3.csv=73.81,False,True,2026-06-28T20:29:51.528749
page_134,134,3,3,page_134_semantic_3.csv,SCORE_CLEAR,76.27,False,score_gap(76.27_vs_75.37),page_134_semantic_1.csv=75.37; page_134_semantic_2.csv=75.37; page_134_semantic_3.csv=76.27,False,True,2026-06-28T20:30:00.666140
page_135,135,3,3,page_135_semantic_3.csv,SCORE_CLEAR,77.58,False,score_gap(77.58_vs_76.53),page_135_semantic_1.csv=76.53; page_135_semantic_2.csv=76.53; page_135_semantic_3.csv=77.58,False,True,2026-06-28T20:30:08.618185
page_136,136,3,3,page_136_semantic_2.csv,SCORE_CLEAR,76.0,False,score_gap(76.00_vs_74.43),page_136_semantic_1.csv=74.43; page_136_semantic_2.csv=76.00; page_136_semantic_3.csv=74.43,False,True,2026-06-28T20:30:16.248882
page_137,137,3,3,page_137_semantic_2.csv,SCORE_CLEAR,74.22,False,score_gap(74.22_vs_72.58),page_137_semantic_1.csv=72.58; page_137_semantic_2.csv=74.22; page_137_semantic_3.csv=72.58,False,True,2026-06-28T20:30:24.049303
page_138,138,3,3,page_138_semantic_3.csv,SCORE_CLEAR,77.27,False,score_gap(77.27_vs_75.43),page_138_semantic_1.csv=75.43; page_138_semantic_2.csv=75.43; page_138_semantic_3.csv=77.27,False,True,2026-06-28T20:30:32.451832
page_139,139,3,3,page_139_semantic_3.csv,SCORE_CLEAR,76.78,False,score_gap(76.78_vs_75.92),page_139_semantic_1.csv=75.92; page_139_semantic_2.csv=75.92; page_139_semantic_3.csv=76.78,False,True,2026-06-28T20:30:40.069556
page_140,140,3,3,page_140_semantic_2.csv,SCORE_TIED_RECENCY,74.8,True,tied(gap=0.02)_recency(2026-05-07),page_140_semantic_1.csv=74.78; page_140_semantic_2.csv=74.80; page_140_semantic_3.csv=74.78,False,True,2026-06-28T20:30:47.975977
page_141,141,3,3,page_141_semantic_3.csv,SCORE_TIED_RECENCY,76.94,True,tied(gap=0.00)_recency(2026-05-07),page_141_semantic_1.csv=76.94; page_141_semantic_2.csv=76.91; page_141_semantic_3.csv=76.94,False,True,2026-06-28T20:30:56.094552
page_142,142,3,3,page_142_semantic_3.csv,SCORE_TIED_RECENCY,81.21,True,tied(gap=0.04)_recency(2026-05-07),page_142_semantic_1.csv=81.17; page_142_semantic_2.csv=81.17; page_142_semantic_3.csv=81.21,False,True,2026-06-28T20:31:04.785342
page_143,143,3,3,page_143_semantic_2.csv,SCORE_TIED_RECENCY,80.97,True,tied(gap=0.00)_recency(2026-05-07),page_143_semantic_1.csv=80.97; page_143_semantic_2.csv=80.97; page_143_semantic_3.csv=79.78,False,True,2026-06-28T20:31:12.964623
page_144,144,3,3,page_144_semantic_3.csv,SCORE_TIED_RECENCY,75.62,True,tied(gap=0.00)_recency(2026-05-07),page_144_semantic_1.csv=75.62; page_144_semantic_2.csv=75.52; page_144_semantic_3.csv=75.62,False,True,2026-06-28T20:31:21.273887
page_145,145,3,3,page_145_semantic_3.csv,SCORE_TIED_RECENCY,74.57,True,tied(gap=0.00)_recency(2026-05-07),page_145_semantic_1.csv=74.57; page_145_semantic_2.csv=74.06; page_145_semantic_3.csv=74.57,False,True,2026-06-28T20:31:29.090512
page_146,146,3,3,page_146_semantic_3.csv,SCORE_TIED_RECENCY,78.78,True,tied(gap=0.06)_recency(2026-05-07),page_146_semantic_1.csv=78.72; page_146_semantic_2.csv=78.72; page_146_semantic_3.csv=78.78,False,True,2026-06-28T20:31:37.592440
page_147,147,3,3,page_147_semantic_3.csv,SCORE_TIED_RECENCY,79.24,True,tied(gap=0.00)_recency(2026-05-07),page_147_semantic_1.csv=79.24; page_147_semantic_2.csv=79.24; page_147_semantic_3.csv=79.24,False,True,2026-06-28T20:31:45.762367
page_148,148,3,3,page_148_semantic_3.csv,SCORE_TIED_RECENCY,74.89,True,tied(gap=0.00)_recency(2026-05-07),page_148_semantic_1.csv=74.89; page_148_semantic_2.csv=74.78; page_148_semantic_3.csv=74.89,False,True,2026-06-28T20:31:53.180169
page_149,149,3,3,page_149_semantic_3.csv,SCORE_TIED_RECENCY,77.05,True,tied(gap=0.00)_recency(2026-05-07),page_149_semantic_1.csv=77.05; page_149_semantic_2.csv=77.00; page_149_semantic_3.csv=77.05,False,True,2026-06-28T20:32:01.833230
page_150,150,3,3,page_150_semantic_3.csv,SCORE_TIED_RECENCY,75.36,True,tied(gap=0.00)_recency(2026-05-07),page_150_semantic_1.csv=75.36; page_150_semantic_2.csv=75.05; page_150_semantic_3.csv=75.36,False,True,2026-06-28T20:32:09.768249
page_151,151,3,3,page_151_semantic_2.csv,SCORE_CLEAR,75.68,False,score_gap(75.68_vs_75.30),page_151_semantic_1.csv=75.30; page_151_semantic_2.csv=75.68; page_151_semantic_3.csv=75.30,False,True,2026-06-28T20:32:17.881797
page_152,152,3,3,page_152_semantic_3.csv,SCORE_CLEAR,79.0,False,score_gap(79.00_vs_78.58),page_152_semantic_1.csv=78.58; page_152_semantic_2.csv=78.58; page_152_semantic_3.csv=79.00,False,True,2026-06-28T20:32:26.356424
page_153,153,3,3,page_153_semantic_2.csv,SCORE_TIED_RECENCY,76.05,True,tied(gap=0.00)_recency(2026-05-07),page_153_semantic_1.csv=76.05; page_153_semantic_2.csv=76.05; page_153_semantic_3.csv=75.27,False,True,2026-06-28T20:32:33.802143
page_154,154,3,3,page_154_semantic_2.csv,SCORE_TIED_RECENCY,76.74,True,tied(gap=0.02)_recency(2026-05-07),page_154_semantic_1.csv=76.72; page_154_semantic_2.csv=76.74; page_154_semantic_3.csv=76.72,False,True,2026-06-28T20:32:41.146419
page_155,155,3,3,page_155_semantic_2.csv,SCORE_TIED_RECENCY,78.58,True,tied(gap=0.08)_recency(2026-05-07),page_155_semantic_1.csv=78.50; page_155_semantic_2.csv=78.58; page_155_semantic_3.csv=78.50,False,True,2026-06-28T20:32:48.959858
page_156,156,3,3,page_156_semantic_3.csv,SCORE_TIED_RECENCY,81.78,True,tied(gap=0.00)_recency(2026-05-07),page_156_semantic_1.csv=81.78; page_156_semantic_2.csv=81.78; page_156_semantic_3.csv=81.78,False,True,2026-06-28T20:32:56.971555
page_157,157,3,3,page_157_semantic_2.csv,SCORE_TIED_RECENCY,79.74,True,tied(gap=0.00)_recency(2026-05-07),page_157_semantic_1.csv=79.74; page_157_semantic_2.csv=79.74; page_157_semantic_3.csv=76.78,False,True,2026-06-28T20:33:04.458765
page_158,158,3,3,page_158_semantic_3.csv,SCORE_TIED_RECENCY,72.76,True,tied(gap=0.00)_recency(2026-05-07),page_158_semantic_1.csv=72.76; page_158_semantic_2.csv=72.76; page_158_semantic_3.csv=72.76,False,True,2026-06-28T20:33:11.951585
page_159,159,3,3,page_159_semantic_2.csv,SCORE_TIED_RECENCY,79.31,True,tied(gap=0.08)_recency(2026-05-07),page_159_semantic_1.csv=79.23; page_159_semantic_2.csv=79.31; page_159_semantic_3.csv=79.23,False,True,2026-06-28T20:33:20.374038
page_160,160,3,3,page_160_semantic_2.csv,SCORE_TIED_RECENCY,76.51,True,tied(gap=0.00)_recency(2026-05-07),page_160_semantic_1.csv=76.51; page_160_semantic_2.csv=76.51; page_160_semantic_3.csv=76.05,False,True,2026-06-28T20:33:27.747587
page_161,161,1,0,page_161_semantic_1.csv,SINGLE,65.0,False,only_one_run,page_161_semantic_1.csv=65.00,True,True,2026-06-29T14:52:10.392712
page_162,162,3,3,page_162_semantic_3.csv,SCORE_TIED_RECENCY,77.18,True,tied(gap=0.00)_recency(2026-05-07),page_162_semantic_1.csv=77.18; page_162_semantic_2.csv=77.15; page_162_semantic_3.csv=77.18,False,True,2026-06-28T20:33:41.553454
page_163,163,3,3,page_163_semantic_2.csv,SCORE_CLEAR,75.55,False,score_gap(75.55_vs_75.34),page_163_semantic_1.csv=75.34; page_163_semantic_2.csv=75.55; page_163_semantic_3.csv=75.34,False,True,2026-06-28T20:33:50.087661
page_164,164,3,3,page_164_semantic_3.csv,SCORE_TIED_RECENCY,78.99,True,tied(gap=0.04)_recency(2026-05-07),page_164_semantic_1.csv=78.95; page_164_semantic_2.csv=78.95; page_164_semantic_3.csv=78.99,False,True,2026-06-28T20:33:58.334665
page_165,165,3,3,page_165_semantic_3.csv,SCORE_TIED_RECENCY,80.17,True,tied(gap=0.06)_recency(2026-05-07),page_165_semantic_1.csv=80.11; page_165_semantic_2.csv=80.11; page_165_semantic_3.csv=80.17,False,True,2026-06-28T20:34:07.916386
page_166,166,3,3,page_166_semantic_3.csv,SCORE_TIED_RECENCY,77.06,True,tied(gap=0.00)_recency(2026-05-07),page_166_semantic_1.csv=77.06; page_166_semantic_2.csv=77.06; page_166_semantic_3.csv=77.06,False,True,2026-06-28T20:34:15.365508
page_167,167,3,3,page_167_semantic_1.csv,SCORE_CLEAR,81.56,False,score_gap(81.56_vs_81.46),page_167_semantic_1.csv=81.56; page_167_semantic_2.csv=80.98; page_167_semantic_3.csv=81.46,False,True,2026-06-28T20:34:23.376447
page_168,168,3,3,page_168_semantic_2.csv,SCORE_TIED_RECENCY,77.44,True,tied(gap=0.00)_recency(2026-05-07),page_168_semantic_1.csv=77.44; page_168_semantic_2.csv=77.44; page_168_semantic_3.csv=77.41,False,True,2026-06-28T20:34:30.828265
page_169,169,3,3,page_169_semantic_2.csv,SCORE_TIED_RECENCY,77.21,True,tied(gap=0.00)_recency(2026-05-07),page_169_semantic_1.csv=77.21; page_169_semantic_2.csv=77.21; page_169_semantic_3.csv=76.58,False,True,2026-06-28T20:34:38.918128
page_170,170,2,1,page_170_semantic_1.csv,SCORE_CLEAR,67.04,False,only_valid_run(score=67.04),page_170_semantic_1.csv=67.04; page_170_semantic_2.csv=35.04,False,True,2026-06-29T14:52:18.045783
page_171,171,3,3,page_171_semantic_3.csv,SCORE_TIED_RECENCY,76.04,True,tied(gap=0.00)_recency(2026-05-07),page_171_semantic_1.csv=76.04; page_171_semantic_2.csv=76.04; page_171_semantic_3.csv=76.04,False,True,2026-06-28T20:34:52.589794
page_172,172,3,3,page_172_semantic_2.csv,SCORE_CLEAR,76.07,False,score_gap(76.07_vs_75.90),page_172_semantic_1.csv=75.90; page_172_semantic_2.csv=76.07; page_172_semantic_3.csv=75.90,False,True,2026-06-28T20:35:00.393058
page_173,173,3,3,page_173_semantic_3.csv,SCORE_TIED_RECENCY,74.76,True,tied(gap=0.00)_recency(2026-05-07),page_173_semantic_1.csv=74.76; page_173_semantic_2.csv=74.64; page_173_semantic_3.csv=74.76,False,True,2026-06-28T20:35:08.141430
page_174,174,3,3,page_174_semantic_2.csv,SCORE_TIED_RECENCY,79.01,True,tied(gap=0.00)_recency(2026-05-07),page_174_semantic_1.csv=79.01; page_174_semantic_2.csv=79.01; page_174_semantic_3.csv=74.60,False,True,2026-06-28T20:35:16.097344
page_175,175,3,3,page_175_semantic_2.csv,SCORE_TIED_RECENCY,78.59,True,tied(gap=0.00)_recency(2026-05-07),page_175_semantic_1.csv=78.59; page_175_semantic_2.csv=78.59; page_175_semantic_3.csv=78.08,False,True,2026-06-28T20:35:24.593480
page_176,176,3,3,page_176_semantic_3.csv,SCORE_TIED_RECENCY,76.99,True,tied(gap=0.00)_recency(2026-05-07),page_176_semantic_1.csv=76.99; page_176_semantic_2.csv=76.86; page_176_semantic_3.csv=76.99,False,True,2026-06-28T20:35:32.969297
page_177,177,3,3,page_177_semantic_3.csv,SCORE_TIED_RECENCY,75.26,True,tied(gap=0.00)_recency(2026-05-07),page_177_semantic_1.csv=75.26; page_177_semantic_2.csv=72.47; page_177_semantic_3.csv=75.26,False,True,2026-06-28T20:35:41.446811
page_178,178,3,3,page_178_semantic_2.csv,SCORE_TIED_RECENCY,80.02,True,tied(gap=0.00)_recency(2026-05-07),page_178_semantic_1.csv=80.02; page_178_semantic_2.csv=80.02; page_178_semantic_3.csv=79.78,False,True,2026-06-28T20:35:49.185608
page_179,179,3,3,page_179_semantic_3.csv,SCORE_TIED_RECENCY,78.91,True,tied(gap=0.00)_recency(2026-05-07),page_179_semantic_1.csv=78.91; page_179_semantic_2.csv=78.91; page_179_semantic_3.csv=78.91,False,True,2026-06-28T20:35:56.840829
page_180,180,3,3,page_180_semantic_3.csv,SCORE_TIED_RECENCY,79.35,True,tied(gap=0.00)_recency(2026-05-07),page_180_semantic_1.csv=79.35; page_180_semantic_2.csv=79.35; page_180_semantic_3.csv=79.35,False,True,2026-06-28T20:36:04.499969
page_181,181,3,3,page_181_semantic_3.csv,SCORE_CLEAR,75.91,False,score_gap(75.91_vs_75.79),page_181_semantic_1.csv=75.79; page_181_semantic_2.csv=75.79; page_181_semantic_3.csv=75.91,False,True,2026-06-28T20:36:12.387103
page_182,182,3,3,page_182_semantic_3.csv,SCORE_TIED_RECENCY,74.59,True,tied(gap=0.00)_recency(2026-05-07),page_182_semantic_1.csv=74.59; page_182_semantic_2.csv=74.50; page_182_semantic_3.csv=74.59,False,True,2026-06-28T20:36:20.770593
page_183,183,3,3,page_183_semantic_2.csv,SCORE_TIED_RECENCY,76.6,True,tied(gap=0.08)_recency(2026-05-07),page_183_semantic_1.csv=76.52; page_183_semantic_2.csv=76.60; page_183_semantic_3.csv=76.52,False,True,2026-06-28T20:36:29.000797
page_184,184,3,3,page_184_semantic_2.csv,SCORE_TIED_RECENCY,79.19,True,tied(gap=0.00)_recency(2026-05-07),page_184_semantic_1.csv=79.19; page_184_semantic_2.csv=79.19; page_184_semantic_3.csv=78.68,False,True,2026-06-28T20:36:36.627448
page_185,185,3,3,page_185_semantic_2.csv,SCORE_TIED_RECENCY,77.7,True,tied(gap=0.00)_recency(2026-05-07),page_185_semantic_1.csv=77.70; page_185_semantic_2.csv=77.70; page_185_semantic_3.csv=77.08,False,True,2026-06-28T20:36:44.518673
page_186,186,3,3,page_186_semantic_3.csv,SCORE_TIED_RECENCY,74.07,True,tied(gap=0.00)_recency(2026-05-07),page_186_semantic_1.csv=74.07; page_186_semantic_2.csv=74.07; page_186_semantic_3.csv=74.07,False,True,2026-06-28T20:36:52.451957
page_187,187,3,3,page_187_semantic_3.csv,SCORE_TIED_RECENCY,76.85,True,tied(gap=0.00)_recency(2026-05-07),page_187_semantic_1.csv=76.85; page_187_semantic_2.csv=76.69; page_187_semantic_3.csv=76.85,False,True,2026-06-28T20:36:59.906999
page_188,188,3,3,page_188_semantic_3.csv,SCORE_TIED_RECENCY,79.0,True,tied(gap=0.00)_recency(2026-05-07),page_188_semantic_1.csv=79.00; page_188_semantic_2.csv=79.00; page_188_semantic_3.csv=79.00,False,True,2026-06-28T20:37:09.058971
page_189,189,3,3,page_189_semantic_3.csv,SCORE_TIED_RECENCY,76.68,True,tied(gap=0.07)_recency(2026-05-07),page_189_semantic_1.csv=76.61; page_189_semantic_2.csv=76.61; page_189_semantic_3.csv=76.68,False,True,2026-06-28T20:37:16.755871
page_190,190,3,3,page_190_semantic_2.csv,SCORE_TIED_RECENCY,77.75,True,tied(gap=0.00)_recency(2026-05-07),page_190_semantic_1.csv=77.75; page_190_semantic_2.csv=77.75; page_190_semantic_3.csv=77.34,False,True,2026-06-28T20:37:25.577292
page_191,191,3,3,page_191_semantic_2.csv,SCORE_TIED_RECENCY,78.3,True,tied(gap=0.00)_recency(2026-05-07),page_191_semantic_1.csv=78.30; page_191_semantic_2.csv=78.30; page_191_semantic_3.csv=78.18,False,True,2026-06-28T20:37:32.933460
page_192,192,3,3,page_192_semantic_3.csv,SCORE_TIED_RECENCY,73.59,True,tied(gap=0.00)_recency(2026-05-07),page_192_semantic_1.csv=73.59; page_192_semantic_2.csv=72.79; page_192_semantic_3.csv=73.59,False,True,2026-06-28T20:37:41.318349
page_193,193,3,3,page_193_semantic_3.csv,SCORE_TIED_RECENCY,73.92,True,tied(gap=0.00)_recency(2026-05-07),page_193_semantic_1.csv=73.92; page_193_semantic_2.csv=73.66; page_193_semantic_3.csv=73.92,False,True,2026-06-28T20:37:50.013349
page_194,194,3,3,page_194_semantic_3.csv,SCORE_TIED_RECENCY,79.02,True,tied(gap=0.00)_recency(2026-05-07),page_194_semantic_1.csv=79.02; page_194_semantic_2.csv=79.02; page_194_semantic_3.csv=79.02,False,True,2026-06-28T20:37:58.093816
page_195,195,3,3,page_195_semantic_2.csv,SCORE_TIED_RECENCY,78.42,True,tied(gap=0.00)_recency(2026-05-07),page_195_semantic_1.csv=78.42; page_195_semantic_2.csv=78.42; page_195_semantic_3.csv=77.00,False,True,2026-06-28T20:38:05.840068
page_196,196,3,3,page_196_semantic_3.csv,SCORE_TIED_RECENCY,74.86,True,tied(gap=0.00)_recency(2026-05-07),page_196_semantic_1.csv=74.86; page_196_semantic_2.csv=74.85; page_196_semantic_3.csv=74.86,False,True,2026-06-28T20:38:13.673834
page_197,197,3,3,page_197_semantic_3.csv,SCORE_TIED_RECENCY,74.29,True,tied(gap=0.00)_recency(2026-05-07),page_197_semantic_1.csv=74.29; page_197_semantic_2.csv=74.10; page_197_semantic_3.csv=74.29,False,True,2026-06-28T20:38:22.162641
page_198,198,3,3,page_198_semantic_2.csv,SCORE_TIED_RECENCY,78.04,True,tied(gap=0.00)_recency(2026-05-07),page_198_semantic_1.csv=78.04; page_198_semantic_2.csv=78.04; page_198_semantic_3.csv=77.72,False,True,2026-06-28T20:38:29.777927
page_199,199,3,3,page_199_semantic_2.csv,SCORE_TIED_RECENCY,79.2,True,tied(gap=0.00)_recency(2026-05-07),page_199_semantic_1.csv=79.20; page_199_semantic_2.csv=79.20; page_199_semantic_3.csv=79.12,False,True,2026-06-28T20:38:37.722725
page_200,200,3,3,page_200_semantic_3.csv,SCORE_CLEAR,76.69,False,score_gap(76.69_vs_76.39),page_200_semantic_1.csv=76.39; page_200_semantic_2.csv=76.39; page_200_semantic_3.csv=76.69,False,True,2026-06-28T20:38:46.485715
page_201,201,3,3,page_201_semantic_2.csv,SCORE_TIED_RECENCY,79.32,True,tied(gap=0.00)_recency(2026-05-07),page_201_semantic_1.csv=79.32; page_201_semantic_2.csv=79.32; page_201_semantic_3.csv=78.86,False,True,2026-06-28T20:38:53.911254
page_202,202,3,3,page_202_semantic_2.csv,SCORE_CLEAR,75.9,False,score_gap(75.90_vs_74.25),page_202_semantic_1.csv=74.25; page_202_semantic_2.csv=75.90; page_202_semantic_3.csv=74.25,False,True,2026-06-28T20:39:03.113487
page_203,203,3,3,page_203_semantic_2.csv,SCORE_TIED_RECENCY,79.61,True,tied(gap=0.04)_recency(2026-05-07),page_203_semantic_1.csv=79.57; page_203_semantic_2.csv=79.61; page_203_semantic_3.csv=79.57,False,True,2026-06-28T20:39:11.444323
page_204,204,3,3,page_204_semantic_3.csv,SCORE_CLEAR,79.25,False,score_gap(79.25_vs_78.99),page_204_semantic_1.csv=78.99; page_204_semantic_2.csv=78.99; page_204_semantic_3.csv=79.25,False,True,2026-06-28T20:39:19.135745
page_205,205,3,3,page_205_semantic_2.csv,SCORE_TIED_RECENCY,79.34,True,tied(gap=0.00)_recency(2026-05-07),page_205_semantic_1.csv=79.34; page_205_semantic_2.csv=79.34; page_205_semantic_3.csv=79.30,False,True,2026-06-28T20:39:26.904571
page_206,206,3,3,page_206_semantic_2.csv,SCORE_TIED_RECENCY,76.46,True,tied(gap=0.03)_recency(2026-05-07),page_206_semantic_1.csv=76.43; page_206_semantic_2.csv=76.46; page_206_semantic_3.csv=76.43,False,True,2026-06-28T20:39:34.023627
page_207,207,3,3,page_207_semantic_2.csv,SCORE_CLEAR,74.83,False,score_gap(74.83_vs_74.55),page_207_semantic_1.csv=74.55; page_207_semantic_2.csv=74.83; page_207_semantic_3.csv=74.55,False,True,2026-06-28T20:39:41.436600
